Mass,RT
378.0973,1.09
378.1315,1.09
378.1316,2.85
378.1318,2.51
378.1318,4.58
378.167,5.32
378.1673,2.79
378.1674,3.43
378.1869,4
378.2035,4.31
378.2036,3.76
378.2246,3.6
378.2264,6.5
378.2399,5.31
378.2436,9.21
378.2881,7.98
378.4424,6.27
378.9793,6.08
379.0155,5.99
379.1345,2.58
379.1448,2.42
379.1709,5.34
379.1988,4.08
379.2048,3.78
379.2432,5.31
379.2468,9.19
379.291,10.4
379.9405,6.16
379.9471,6.05
379.9572,5.7
379.9644,6.17
379.9716,6.12
379.9927,1.41
380.0184,6.01
380.0902,3.19
380.1109,1.09
380.113,2.69
380.1467,1.1
380.1468,3.18
380.147,2.58
380.1626,7.5
380.1646,4.38
380.183,3.46
380.2017,3.56
380.2191,3.82
380.2192,5.28
380.2399,3.6
380.2536,9.09
380.2541,8.06
380.2575,10.61
380.9457,6.26
380.9458,4.59
381.0116,5.97
381.0739,7.82
381.1484,1.1
381.2877,8.36
381.4473,6.27
381.9456,6.27
381.953,6.11
381.9828,6.3
381.9836,7.02
381.9856,3.94
382.0699,7.81
382.0908,1.09
382.1086,4.72
382.1261,1.09
382.1263,2.58
382.1273,4.23
382.1616,4.26
382.1621,3.48
382.1622,1.1
382.1623,2.86
382.1824,4.69
382.1979,1.17
382.1981,2.66
382.1983,3.48
382.1985,4.01
382.2338,7.5
382.2357,10.7
382.2374,8.5
382.239,9.28
382.2694,8.64
382.2825,8.95
382.4448,6.25
382.9447,6.17
382.9562,6.14
383.1265,1.1
383.162,2.71
383.1654,4.19
383.3028,10.17
383.9466,6.11
383.983,8.15
384.1056,1.08
384.1137,2.65
384.1405,2.72
384.1416,1.09
384.1426,3.26
384.1583,3.42
384.1666,3.95
384.1773,1.11
384.1989,2.38
384.2138,3.66
384.2139,2.98
384.2145,8.81
384.2271,9.73
384.2357,10.75
384.2867,9.32
384.9586,6.16
384.9942,6.79
385.0028,5.63
385.1838,2.82
385.2034,2.4
385.2309,9.74
385.9437,6.09
385.9477,6.27
385.978,6.37
385.9784,6.72
386.0061,5.64
386.1043,2.57
386.1062,9
386.1063,10.7
386.1196,1.08
386.1246,9.17
386.1376,3.38
386.1438,3.89
386.1569,1.09
386.1572,2.61
386.1629,3.61
386.1721,3.55
386.178,4.8
386.1932,3.54
386.2151,2.74
386.228,3.76
386.2422,10.53
386.3028,8.22
386.9458,3.92
386.9459,6.21
387,5.63
387.1073,10.7
387.1271,9.17
387.1839,4.62
387.2187,2.74
387.2616,5.81
387.2616,6.79
387.298,9.09
387.3063,8.22
387.4476,6.22
387.8208,3.12
387.8258,10.46
387.9464,2.69
387.9604,6.17
387.969,6.07
387.9757,6.93
387.9824,5.53
387.9838,4.43
387.9967,5.66
388.0138,4.96
388.0157,5.6
388.0676,10.44
388.0854,8.35
388.094,1.08
388.1034,8.96
388.1043,9.87
388.1043,10.85
388.1164,2.71
388.1215,9.17
388.1218,10.73
388.1379,3.16
388.153,2.86
388.153,3.43
388.1778,5.11
388.1877,3.67
388.1916,8.37
388.192,3.53
388.1946,4.64
388.225,8.28
388.2651,8.39
388.2818,10.58
388.2931,5.67
388.3014,9.07
388.3183,8.83
388.3367,10.63
388.462,6.16
388.9433,6.58
388.9589,6.18
389.0684,10.44
389.1048,10.81
389.1049,9.86
389.1056,9.17
389.1229,10.13
389.1958,8.38
389.2767,5.46
389.2771,8.33
389.3217,8.83
389.4441,6.55
389.8176,3.11
389.8177,3.7
389.8228,10.46
389.9418,6.53
389.942,3.73
389.9763,2.53
389.978,6.07
389.9977,5.16
389.9983,4.64
390.0659,10.44
390.0836,9.16
390.0841,8.6
390.0992,1.12
390.1013,8.51
390.102,10.86
390.1023,10.04
390.1205,10.64
390.132,1.1
390.1321,3.32
390.1324,2.74
390.1677,3.46
390.1889,3.82
390.1927,4.59
390.2036,3.72
390.2045,4.29
390.2056,8.07
390.2167,3.52
390.2387,5.4
390.2534,10.6
390.2807,8.48
390.2974,8.17
390.299,10.61
390.3052,10.59
390.3144,10.66
390.9633,6.43
390.9768,5.79
390.9845,6.03
391.0661,10.44
391.0839,9.17
391.0853,8.59
391.1018,9.9
391.1021,10.94
391.2027,5.48
391.24,6
391.2917,6.74
391.2934,8.15
391.3115,10.64
391.3174,10.67
391.3185,10.05
391.8199,10.47
391.9405,2.96
391.9714,8.35
391.9718,6.06
391.9936,4.66
391.9937,5.74
392.0788,1.09
392.0816,8.6
392.1005,9.9
392.1005,10.95
392.1091,2.43
392.1109,3.22
392.112,1.09
392.1469,2.82
392.1473,3.49
392.1483,4.63
392.1677,3.47
392.183,2.85
392.1831,3.51
392.1831,4.18
392.2193,4.02
392.2193,4.56
392.3166,10.04
392.9459,6.21
393.1497,3.48
393.1808,3.34
393.219,4.61
393.9532,6.45
393.954,3.28
393.9619,6.07
393.9732,5.42
393.9869,5.84
394.0067,7.45
394.052,2.77
394.0914,1.08
394.106,3.3
394.1108,2.75
394.1267,1.09
394.1277,2.46
394.1285,3.24
394.1621,4.18
394.1622,3.08
394.1778,3.47
394.1785,7.95
394.1831,5.01
394.1847,3.34
394.1983,3.6
394.1986,4.18
394.2185,2.41
394.2344,5.14
394.2853,10.42
394.9433,6.33
394.9765,5.42
394.9855,5.48
395.1265,1.1
395.1941,3.56
395.2333,4.9
395.445,6.32
395.9422,6.35
395.9515,3.94
395.9705,5.4
395.9816,3.96
395.9828,6.18
395.9832,8
395.9834,5.25
396.0747,1.09
396.1065,1.09
396.1413,2.66
396.1413,3.08
396.1418,1.09
396.1579,7.95
396.159,3.84
396.1608,4.39
396.1777,3.34
396.1779,1.1
396.1779,2.55
396.2002,5.16
396.2137,3.69
396.2139,4.68
396.2509,7.45
396.9487,6.38
396.9632,6.31
397.1482,3.25
397.1804,3.27
397.1805,1.13
397.2533,7.45
397.9234,6.12
397.9476,6.42
397.9702,6.28
397.9789,6.45
398.1077,1.12
398.1214,1.08
398.1219,2.38
398.1571,1.09
398.1574,2.52
398.1577,3.19
398.1583,4.33
398.1647,3.51
398.1711,4.83
398.1929,1.17
398.1933,3.36
398.2283,3.77
398.2283,5.16
398.2287,4.34
398.2332,8.42
398.3384,10.63
398.9595,7.72
398.9764,6.49
399.0185,5.99
399.1579,2.87
399.1965,1.16
399.2735,3.08
399.9302,6.72
399.9435,6.65
399.9435,10.56
399.9453,3.74
399.9776,8.36
400.1041,1.1
400.1042,10.43
400.1043,9.18
400.1292,1.14
400.1364,1.08
400.1415,2.65
400.1494,1.13
400.1508,3.36
400.1561,3.56
400.1682,3.38
400.1706,2.78
400.1724,1.09
400.1934,5.07
400.2085,3.53
400.2099,8.32
400.2562,4.94
400.2815,10.64
400.2973,8.39
400.355,8.27
400.9425,3.56
400.9453,6.61
400.9567,7.72
401.1046,9.19
401.1051,10.41
401.2127,3.63
401.2775,8.12
401.3585,8.27
401.9426,6.65
401.9466,6.61
401.9557,6.35
402.0324,5.6
402.0832,10.46
402.0859,2.64
402.1022,9.21
402.1025,10.41
402.108,1.14
402.1193,10.89
402.1327,3.36
402.1328,2.53
402.1521,3.86
402.1524,2.86
402.1675,3.51
402.1894,3.35
402.2049,4.55
402.2054,3.72
402.2071,7.34
402.217,1.15
402.2232,4.35
402.2395,10.58
402.2413,8.44
402.28,11.05
402.2982,10.16
402.3089,6.96
402.3608,8.28
402.953,6.65
402.965,6.44
402.9876,6.31
403.0855,10.45
403.1015,10.38
403.2106,7.34
403.313,6.96
403.4472,6.58
404.062,8.37
404.0799,1.1
404.08,10.42
404.0994,10.35
404.1009,9.25
404.1113,2.36
404.1126,1.1
404.1178,10.89
404.1448,4.2
404.1474,3.36
404.1477,2.76
404.1832,3.56
404.1846,5.27
404.2071,7.33
404.2191,6.47
404.2192,7.48
404.2342,3.82
404.2802,11.08
404.2883,6.1
404.2949,10.53
404.3131,9.27
404.3134,10.3
404.9532,6.65
404.9944,6.39
405.1179,9
405.1798,3.5
405.272,5.75
405.2723,7.4
405.2728,10.54
405.946,6.63
405.9499,6.68
405.971,2.96
405.9724,5.87
405.9924,5.62
406.0967,10.26
406.1265,2.66
406.1272,1.1
406.13,3.25
406.1627,3.29
406.1952,4.91
406.1984,3.62
406.2343,4.93
406.2929,10.78
406.4457,6.59
406.9433,6.6
406.9688,5.69
407.9529,2.25
407.9529,3.18
407.9678,6.38
407.9889,5.63
407.9901,4.53
408.1062,1.08
408.1416,1.09
408.1419,2.83
408.1421,2.41
408.1777,1.1
408.1778,2.68
408.1781,3.48
408.1945,8.37
408.2,3.76
408.2013,2.39
408.2136,4.17
408.2352,3.66
408.2718,5.18
408.2726,10.76
408.9407,6.48
409.089,7.82
409.1774,3.42
409.2136,5.44
409.9791,6.32
409.9842,6.15
409.9852,5.62
410.0876,1.1
410.1215,1.08
410.1225,2.6
410.1398,3.42
410.1571,3.23
410.1572,1.08
410.1735,8.39
410.1758,3.65
410.1771,4.61
410.1932,3.36
410.2296,4.32
410.2297,5.16
410.2423,10.34
410.2505,3.66
410.2509,5.61
410.9407,6.63
411.0022,2.44
411.2298,4.63
411.9437,6.6
411.9438,3.77
411.945,4.62
411.9775,8.45
411.9776,6.17
411.9781,7.08
412.1003,1.09
412.107,1.12
412.1361,2.63
412.1365,1.1
412.1725,1.09
412.1729,2.69
412.1834,3.89
412.1952,3.15
412.2082,1.18
412.2086,3.61
412.2449,4.12
412.245,5.2
412.4457,6.48
412.5746,6.41
412.5859,6.38
412.6001,6.38
412.9446,6.6
412.9469,3.77
412.9589,6.46
412.9974,5.8
413.4592,6.43
413.5966,6.31
413.9096,6.41
413.9195,6.4
413.9404,3.77
413.9418,6.6
413.9596,5.92
413.9733,6.4
413.9734,10.58
413.9737,4.46
414.1145,2.49
414.1169,1.08
414.1274,1.13
414.1281,2.31
414.1322,3.39
414.134,2.61
414.136,4.25
414.1514,1.1
414.1557,3.74
414.1607,2.63
414.1621,3.48
414.1704,2.82
414.1704,3.79
414.1881,3.41
414.1885,1.11
414.203,5.1
414.204,8.06
414.2175,4.12
414.2239,1.23
414.224,3.81
414.2464,3.24
414.2975,10.79
414.3707,8.48
414.4436,6.59
414.8432,6.36
414.9417,6.51
414.9768,6.43
414.977,3.53
414.9828,6.92
415.1903,1.11
415.2073,8.06
415.2505,3.22
415.3008,10.82
415.9139,6.79
415.9387,6.85
415.9885,8.36
415.9922,1.56
416.1169,10.09
416.1171,9.2
416.1323,1.09
416.1477,3.36
416.1846,3.52
416.1863,5.66
416.2035,1.16
416.2039,4.14
416.2082,2.59
416.2103,8.05
416.2184,4.42
416.2196,5.13
416.2553,10.57
416.3135,10.24
417.1183,9.21
417.2499,7.03
417.3167,10.09
417.919,6.95
417.9444,6.52
418.0073,5.55
418.0968,9.58
418.1148,9.26
418.115,10.21
418.1326,9
418.1625,3.2
418.1985,3.57
418.2005,5.34
418.2128,10.62
418.2174,9.25
418.2342,4.41
418.2347,5.1
418.2747,9.07
418.293,8.26
418.3292,5.9
418.9579,6.37
419.1153,9.3
419.1335,9
419.2007,3.4
419.2293,10.56
419.2382,5.1
419.278,9.05
419.9417,6.57
419.9421,3.79
419.9524,3.93
419.9803,10.27
419.9805,5.61
419.9808,6.88
420.0578,9.49
420.1061,1.08
420.1125,10.23
420.1128,10.43
420.1129,9.3
420.1313,9
420.1416,3.02
420.1427,2.69
420.1779,3.33
420.1781,2.6
420.2134,3.55
420.2188,4.33
420.275,9.04
420.308,8.09
420.3342,10.29
420.4429,6.58
421.058,9.49
421.2113,4.54
421.9471,6.49
421.9479,4.58
421.9675,2.92
422.0026,5.56
422.1109,9.29
422.1229,1.07
422.1246,2.47
422.1568,1.09
422.1573,2.64
422.1574,3.17
422.1913,1.14
422.1932,3.44
422.2284,3.89
422.2334,8.52
422.2511,5.67
422.2514,4
422.2803,8.25
422.3367,8.28
422.9986,5.66
423.2367,8.52
423.2541,5.71
423.9434,4.2
423.9437,6.72
423.964,6.27
423.9821,5.78
423.9837,5.04
424.0141,5.61
424.0807,9.87
424.102,1.1
424.1302,3.18
424.1366,1.08
424.137,2.49
424.1413,2.57
424.172,3.29
424.1728,2.46
424.1729,1.1
424.2085,3.56
424.2337,8.52
424.239,5.16
424.2668,5.55
424.3013,6.05
424.3335,10.86
425.0177,3
425.2356,8.51
425.9404,4.19
425.9425,6.48
425.9434,3.12
425.9488,4.2
425.9569,4.15
425.9593,6.72
425.9773,5.82
425.9903,6.62
426.0131,7.7
426.0777,9.87
426.1019,1.11
426.1171,1.08
426.1518,2.84
426.1523,1.08
426.1847,3.28
426.1872,1.1
426.1878,2.54
426.1889,3.37
426.224,4.42
426.2243,3.67
426.2822,5.37
426.2949,8.81
426.9563,6.43
426.9802,5.86
427.2545,9.05
427.8834,10.56
427.8835,8.84
427.9381,4.07
427.9393,6.83
427.9505,6.67
427.9598,4.16
427.973,3.12
427.9745,4.88
427.9757,6.15
428.132,1.08
428.1517,3.35
428.1648,2.53
428.1672,1.09
428.1818,3.82
428.2063,3.51
428.2253,2.53
428.2397,3.84
428.2398,4.09
428.241,10.62
428.3861,6.6
428.8869,8.84
429.2433,10.71
429.2505,5.66
429.272,4.11
429.9378,6.73
429.9447,6.6
429.9665,4.56
429.9688,6.63
429.981,6.21
430.0272,5.28
430.1148,10.31
430.1148,10.9
430.1315,10.7
430.1331,1.11
430.1453,1.09
430.1651,3.84
430.1863,3.06
430.2015,4.15
430.2413,2.99
430.3291,8.26
430.9432,6.61
430.9442,4.79
431.1154,10.19
431.1156,10.9
431.2447,2.99
431.4448,6.56
431.8777,8.84
431.9425,6.59
431.947,4.72
431.9497,6.68
431.9786,6.71
432.0941,10.94
432.1037,1.08
432.1126,10.89
432.1129,10.23
432.1303,10.72
432.1433,2.45
432.1448,1.1
432.1786,3.45
432.1805,4.47
432.2138,4.48
432.2141,3.6
432.2145,8.02
432.2354,4.02
432.3085,4.39
432.3347,8.33
432.3443,8.85
432.3443,10.43
433.0948,10.94
433.1086,10.88
433.1307,10.77
433.2463,5.79
433.3477,8.85
433.8746,10.6
433.9366,1.51
433.9452,6.68
433.9796,8.73
434.0188,9.72
434.0731,9.56
434.0733,10.44
434.0924,10.95
434.1094,9.87
434.1099,10.7
434.1326,1.11
434.1935,3.64
434.2298,3.82
434.2434,3.79
434.2495,4.47
434.2694,9.48
434.34,10.76
434.3504,10.82
434.9541,6.74
434.9995,6.18
435.0739,9.56
435.0921,10.95
435.1097,9.87
435.8719,8.84
435.9741,6.85
435.9741,7.74
436.0026,6.18
436.0714,9.57
436.1061,9.88
436.1366,1.08
436.1397,2.53
436.1609,3.28
436.1717,2.35
436.1729,3.19
436.2085,3.67
436.2092,5.38
436.2451,3.94
436.2486,10.48
436.2666,4.06
436.3138,10.61
436.9427,6.54
436.9969,6.18
437.0713,9.57
437.213,5.35
437.2444,5.37
437.2486,3.84
437.943,3.5
437.9771,6.1
437.9849,6.1
437.985,7.35
438.0699,9.57
438.1521,2.59
438.1529,3.34
438.1532,1.08
438.1874,1.1
438.188,3.21
438.2239,3.75
438.282,4.11
438.3102,8.3
439.2593,5.3
439.2681,8.38
439.9384,6.88
439.9581,5.36
439.959,3.41
439.9772,6.08
439.9917,6.06
440.132,1.07
440.167,1.08
440.1679,2.79
440.1789,3.46
440.2032,3.39
440.2238,2.76
440.225,3.36
440.2621,5.31
440.5153,6.83
440.9816,6.34
441.2321,3.4
441.93,6.84
441.9384,3.51
441.9466,6.12
441.9521,6.8
441.9527,6.28
441.9689,6.55
441.9744,5.27
441.98,6.08
442.0045,6.8
442.1308,2.43
442.1385,2.64
442.1483,1.09
442.1583,2.91
442.1646,2.74
442.1821,1.11
442.1821,2.9
442.1907,1.12
442.1994,5.98
442.2057,1.19
442.2185,3.47
442.2556,4.47
442.2558,5.07
442.2588,10.85
442.2598,8.46
442.2691,10.98
442.9422,6.48
442.9423,3.55
442.9999,6.38
443.2625,10.88
443.9494,4.15
443.9494,10.59
443.9497,6.93
443.9518,5.23
443.9697,6.04
443.9805,6.63
444.004,8.15
444.1405,3.17
444.1453,1.1
444.1669,3.53
444.1755,3.4
444.2359,3.99
444.2511,10.74
445.2604,10.93
445.9475,7
445.9489,4.91
445.9636,4.76
445.9648,10.56
445.9657,6.65
445.9796,5.92
446.0387,3.63
446.0913,9.75
446.0916,10.84
446.11,10.52
446.1453,10.79
446.1469,3.18
446.1936,7.29
446.1939,3.54
446.2008,3.37
446.2065,7.92
446.2295,3.79
446.9465,6.62
447.0921,10.78
447.1098,10.48
447.1464,10.81
447.1971,7.29
447.2098,7.92
447.9224,6.82
447.946,6.97
447.9539,6.79
447.9625,6.79
447.9735,7
448.0708,10.59
448.0711,9.3
448.0713,8.46
448.0873,10.61
448.0895,9.72
448.1246,10.51
448.125,9.89
448.1371,2.82
448.1428,10.72
448.174,3.38
448.1963,4.15
448.2085,3.55
448.3387,9.08
448.9563,8.36
449.0152,6.53
449.0712,9.26
449.0712,10.59
449.0719,8.46
449.0884,10.6
449.1258,10.46
449.1294,9.87
449.9404,7.19
449.9549,3.1
449.9673,1.43
450.0185,6.53
450.0505,10.65
450.0518,9.15
450.0685,8.46
450.0689,9.34
450.0689,10.57
450.1045,9.13
450.1185,1.09
450.1222,9.88
450.1236,10.47
450.1514,1.09
450.1523,3.79
450.153,4.97
450.1535,3.26
450.1784,2.67
450.181,8.05
450.1824,4.6
450.1881,3.48
450.1885,2.81
450.2239,3.65
450.299,10.53
450.9437,7.2
450.9584,3.1
451.0134,6.53
451.0517,10.66
451.0684,10.58
451.0996,9.87
451.123,10.47
451.1837,8.04
451.2692,8.48
451.9372,7.18
452.0674,10.57
452.1023,9.09
452.1318,1.09
452.1584,4.23
452.1625,2.74
452.1664,1.08
452.1677,2.68
452.1782,4.63
452.1787,8.06
452.2037,1.13
452.2037,3.39
452.2139,3.63
452.2392,4.06
452.2436,10.83
452.2598,2.79
452.2608,3.92
452.2725,8.47
452.2997,5.87
452.3359,3.67
452.9818,6.95
452.9821,7.61
453.2406,3.84
453.2473,10.82
453.2852,9.25
453.9373,3.64
453.9666,6.78
453.9721,6.07
454.0909,9.1
454.1158,1.1
454.1472,1.07
454.1486,2.35
454.1713,3.46
454.1818,2.56
454.183,1.09
454.1845,3.22
454.2177,1.17
454.2177,3.43
454.2405,2.56
454.9905,6.96
455.9333,7.07
455.9534,2.8
455.9663,3.74
455.9703,6.92
456.0886,9.22
456.1286,1.1
456.1629,1.09
456.182,3.62
456.211,4.51
456.2321,3.24
456.2719,5.41
456.3597,10.81
456.4171,9.83
456.9649,6.22
457.2449,4.63
457.2458,5.43
457.3627,10.83
457.4206,9.83
457.9493,3.27
457.9653,6.82
457.982,6.21
458.0024,1.44
458.1547,2.42
458.188,3.33
458.1938,8.06
458.2144,4.78
458.2723,3.38
458.3607,10.67
458.3681,10.82
458.9747,6.75
458.9814,6.79
459.1977,8.06
459.2157,4.83
459.3638,10.63
459.9203,7.21
459.9441,7.24
459.9445,6.73
459.9626,3.66
459.9645,6.47
459.9646,5.54
460.125,10.61
460.1401,2.63
460.1751,3.48
460.2089,8.06
460.2092,3.55
460.2365,3.96
460.2504,3.09
460.3,10.37
460.377,7.22
460.3823,7.2
460.9563,8.25
461.1259,10.6
461.211,4.56
461.8766,7.17
461.9314,1.21
461.9401,10.56
461.9404,7.13
461.9406,4.31
461.9412,5.88
461.9603,6.44
461.9613,5.54
461.9726,6.94
462.104,9.69
462.1221,1.12
462.1238,10.6
462.1383,10.72
462.1737,2.93
462.1889,3.75
462.2229,3.67
462.2598,4.48
462.3551,10.91
462.9433,10.55
462.9637,6.43
462.9946,6.35
463.3575,10.91
463.934,4.3
463.9389,7.14
463.9462,1.14
463.9543,4.26
463.9545,6.99
463.955,10.56
463.9683,6.95
464.1029,9.82
464.1192,9.68
464.1204,10.5
464.1326,1.08
464.1387,10.73
464.1511,3.51
464.166,2.69
464.1679,3.21
464.169,1.09
464.2029,3.42
464.2392,3.79
464.2409,6.64
464.2644,4.16
464.3338,8.22
464.9409,7.19
464.9507,7.16
464.9718,6.96
465.1011,10.66
465.1209,10.11
465.2847,8.62
465.8572,8.84
465.931,3.09
465.935,7.31
465.9411,7.29
465.9524,7
465.9738,6.83
465.9934,5.43
465.994,6.17
466.1005,9.8
466.1169,10.31
466.1464,2.68
466.1649,3.53
466.1805,3.26
466.1819,2.74
466.2183,3.47
466.2772,4.16
466.2876,8.44
468.1646,2.67
468.1895,3.63
468.1991,3.38
468.1993,2.51
468.2215,3.27
468.2566,3.59
468.2919,4.18
468.4174,9.73
469.1085,10.24
469.9629,6.87
469.9775,7.33
469.9838,7.06
470.2357,3.32
470.2911,10.95
471.2875,10.92
472.0944,4.52
472.1992,3.8
472.2076,3.5
472.2506,2.81
472.2678,4.84
472.9901,6.84
473.2013,3.79
473.241,4.11
473.9414,4.54
473.9436,3.82
473.9604,7.18
473.9657,6.96
474.1226,10.73
474.1227,10.35
474.1916,3.7
474.2234,3.72
474.2248,8.06
474.2248,10.55
474.2674,3.2
474.2892,9.16
474.3341,7.3
474.3553,8.32
475.1232,10.79
475.2708,3.2
475.2926,9.16
475.9399,3.77
475.9469,1.43
475.9738,6.4
476.0003,1.4
476.101,10.8
476.1202,10.43
476.1672,2.77
476.1678,5.75
476.1694,3.38
476.2035,3.4
476.2311,8.06
476.2384,4.33
476.2394,3.85
476.3706,8.87
476.9426,3.76
476.9518,1.38
476.9767,6.41
477.0083,6.68
477.1149,10.85
477.1207,10.35
477.2,8.06
477.883,8.84
477.9093,7.41
477.932,3.76
477.9352,4.44
477.9352,7.35
477.9352,10.56
477.9353,5.57
477.9371,3.76
477.9552,6.91
477.9554,5.59
477.9618,1.19
477.9816,6.45
477.9885,6.48
478.0043,5.59
478.0998,10.72
478.1184,10.34
478.1772,2.98
478.1799,2.42
478.1835,6.6
478.1852,3.46
478.2201,6.25
478.2549,4.27
478.2558,5.27
478.3782,10.93
478.3987,9.83
478.938,5.58
478.9812,6.65
479.1867,6.61
479.2588,5.27
479.3004,9.5
479.4022,9.83
479.9094,7.38
479.9288,7.29
479.9323,5.58
479.9481,3.97
479.9521,6.82
479.9597,4.17
479.9647,6.99
480.133,6.82
480.1596,3.48
480.1619,2.68
480.1636,1.09
480.1977,3.36
480.1985,2.4
480.2174,3.95
480.235,4.01
480.2724,4.47
480.2925,6.46
480.2947,7.23
480.3234,7.34
480.3285,10.36
480.4137,9.75
480.9388,4.75
481.1108,9.3
481.2963,6.46
481.3328,10.35
481.4488,8.28
481.8807,7.26
481.9121,7.35
481.9452,4.71
481.9463,6.08
481.9463,7.38
481.9463,10.56
481.9465,5.49
482.1106,9.37
482.1326,6.82
482.142,1.08
482.1773,2.54
482.1803,2.63
482.1893,3.02
482.2033,2.36
482.215,3.39
482.2444,3.64
482.2635,7.8
482.2877,9.72
482.3078,6.2
482.3398,10.63
482.4515,8.28
483.9433,10.55
483.9434,7.29
483.9641,6.83
484.0351,3.85
484.1597,5.8
484.1747,3.04
484.2152,2.87
484.2865,6
484.3234,6
484.3906,10.03
484.4477,10.4
484.9966,6.66
485.0487,10.52
485.3273,6.02
485.9397,7.02
485.9722,7.07
486.0257,3.1
486.0451,10.52
486.1662,1.1
486.1909,3.08
486.2166,3.94
486.2887,4.9
486.2892,8.66
486.2895,10.53
486.3278,5.03
486.9895,4.08
486.9934,6.63
487.2926,8.66
487.977,7.48
488.0095,6.8
488.1344,1.1
488.1649,2.63
488.202,3.35
488.2044,3.89
488.3125,3.67
489.2976,8.66
489.3156,3.67
489.9015,9.93
489.9354,7.3
489.9543,4.08
489.9697,3.84
489.9697,6.9
489.9878,6.76
490.1352,10.99
490.1355,10.32
490.183,2.92
490.2192,3.76
490.2566,4.45
490.2839,9.96
490.3102,3.67
490.9798,6.87
491.1362,10.99
491.1364,10.31
491.2877,9.96
491.8983,9.45
491.9338,3.8
491.9675,6.75
491.9781,1.38
491.9868,3.98
491.992,6.8
492.134,10.35
492.1631,1.09
492.1986,2.44
492.199,3.48
492.2339,3.55
492.2349,4.37
492.2725,4.54
492.3273,10.66
492.3397,5.58
492.9809,1.44
492.9964,6.59
493.134,10.35
493.2752,4.47
493.3154,9.74
493.9078,7.46
493.9269,7.52
493.9447,7.42
493.9671,7.06
493.9757,1.44
494.0006,8.73
494.0398,8.64
494.0402,9.72
494.0761,10.61
494.1315,10.34
494.1436,1.1
494.1742,2.41
494.2142,3.41
494.2147,2.74
494.2368,3.1
494.2495,3.66
494.2869,4.49
494.3084,4.68
494.3192,9.73
494.3421,10.73
495.0036,8.73
495.0398,8.64
495.0403,9.72
495.1317,10.33
495.3118,4.68
495.4632,10.33
495.8899,8.84
495.9456,5.59
495.9466,6.59
495.9705,1.42
495.974,7.1
495.9763,6.38
495.9763,6.52
495.9901,5.77
495.9955,6.02
496.0385,9.72
496.075,10.6
496.1288,10.32
496.158,1.1
496.1613,3.15
496.1711,2.74
496.1981,3.18
496.2265,3.38
496.2452,3.05
496.2515,3.6
496.26,3.96
496.2874,4.07
496.306,6.84
496.3233,4.59
496.354,7.86
496.447,10.35
496.8722,8.84
496.9488,5.59
496.9714,7.15
497.0385,9.72
497.2915,4.09
497.4444,8.59
497.8842,8.84
497.9173,7.4
497.9411,7.04
497.9414,5.92
497.9527,6.41
498.0991,10.7
498.1729,2.62
498.1743,6.12
498.2269,7.61
498.2382,7.57
498.2447,7.61
498.2457,4.37
498.2511,3.84
498.2512,7.59
498.2604,3.44
498.262,7.57
498.267,3.66
498.267,4.34
498.2672,3.02
498.2732,7.59
498.4273,8.35
498.9389,7.01
498.9529,8.92
498.9541,5.31
499.0119,7.04
499.0998,10.7
499.1773,6.12
499.2498,7.57
499.257,7.53
499.2698,3.69
499.2955,5.77
499.7694,7.57
499.7827,7.63
499.816,7.62
499.8252,7.62
499.8309,7.63
499.8498,7.65
499.8601,7.64
499.8668,7.64
499.8743,7.65
499.9367,10.55
499.937,7.68
499.9372,8.99
499.9379,3.9
499.9389,4.58
499.9526,8.93
499.9598,4.37
500.0146,7.03
500.0967,10.7
500.1177,9.36
500.1732,6.12
500.2377,5.11
500.2454,3.87
500.3121,4.93
500.3855,8.57
500.6773,7.59
500.7388,7.62
500.7486,7.63
500.7687,7.62
500.8166,7.63
500.8291,7.62
500.88,7.63
500.8873,7.64
500.94,10.55
500.9402,7.7
500.941,8.71
500.9493,8.91
501.0103,7.03
501.097,10.7
501.2414,5.15
501.3518,7.52
501.7406,7.6
501.8998,7.63
501.9341,7.12
501.9342,7.7
501.9345,10.55
501.9349,8.6
501.9562,3.96
501.9574,6.37
502.0256,6.83
502.0942,10.71
502.1814,2.65
502.1828,3.26
502.22,3.53
502.232,3.55
502.2983,3.56
502.6569,7.35
502.9366,10.55
502.937,7.68
503.2935,7.12
503.3017,3.53
503.9705,6.77
503.9951,1.12
504.1331,10.29
504.1333,10.98
504.1481,10.54
504.1627,3.03
504.1992,3.48
504.2317,4.6
504.2755,3.31
505.1341,10.37
505.1342,10.98
505.15,10.75
505.93,7.49
505.9574,1.13
505.965,4.36
505.9735,6.79
505.9863,6.07
505.9957,1.12
506.0581,10.92
506.1315,10.97
506.1325,10.39
506.1453,10.3
506.178,2.41
506.2129,3.29
506.2187,3.42
506.3231,5.62
506.4301,10.43
506.4322,9.84
506.9615,6.75
507.1151,10.92
507.1328,10.99
507.9631,7.64
507.9772,6.79
508.0377,10.8
508.0916,10.63
508.1124,10.92
508.1278,10.73
508.1575,2.69
508.1903,3.31
508.1948,2.38
508.2279,2.96
508.2298,2.86
508.2305,3.39
508.2658,4.65
508.3625,8.31
508.4483,10.22
508.9712,7.21
509.0489,10.74
509.0923,10.65
509.1286,10.71
509.3917,8.38
509.4048,8.34
509.4518,10.21
509.9402,7.57
509.9779,7.75
510.0348,10.78
510.0532,10.73
510.0901,10.63
510.1261,10.7
510.2084,3.14
